battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
860.0,1.0,1.3,1.0,8.0,1.0,40.0,0.7,170.0,3.0,13.0,1573.0,1581.0,2832.0,13.0,7.0,20.0,1.0,1.0,1.0,2.0
1268.0,1.0,2.9,0.0,9.0,1.0,42.0,0.9,182.0,6.0,17.0,360.0,912.0,931.0,11.0,5.0,20.0,1.0,1.0,0.0,0.0
999.0,1.0,1.8,1.0,0.0,1.0,27.0,0.1,167.0,4.0,1.0,20.0,745.0,1344.0,17.0,10.0,5.0,1.0,0.0,0.0,0.0
622.0,0.0,0.7,0.0,0.0,1.0,9.0,0.3,127.0,2.0,0.0,98.0,511.0,3916.0,13.0,1.0,5.0,1.0,0.0,1.0,2.0
1250.0,1.0,1.4,0.0,8.0,0.0,44.0,0.2,182.0,7.0,20.0,703.0,1011.0,1882.0,14.0,1.0,14.0,0.0,0.0,0.0,1.0
763.0,1.0,0.5,0.0,9.0,1.0,51.0,0.3,104.0,5.0,12.0,273.0,1278.0,2865.0,11.0,6.0,9.0,1.0,1.0,1.0,2.0
1100.0,1.0,1.6,0.0,12.0,0.0,15.0,0.1,112.0,8.0,14.0,919.0,1344.0,757.0,12.0,2.0,16.0,1.0,1.0,1.0,0.0
815.0,0.0,2.0,1.0,4.0,0.0,51.0,0.3,85.0,6.0,12.0,982.0,1291.0,3469.0,5.0,4.0,6.0,1.0,0.0,1.0,3.0
618.0,1.0,0.5,1.0,2.0,1.0,57.0,0.2,88.0,3.0,7.0,879.0,896.0,2399.0,18.0,15.0,17.0,1.0,1.0,1.0,1.0
553.0,1.0,2.2,1.0,0.0,1.0,18.0,0.7,136.0,2.0,1.0,1287.0,1892.0,3300.0,12.0,10.0,20.0,1.0,0.0,0.0,3.0
673.0,1.0,2.2,1.0,2.0,0.0,3.0,0.4,84.0,2.0,9.0,1109.0,1247.0,2719.0,19.0,2.0,9.0,1.0,1.0,1.0,2.0
563.0,0.0,2.0,1.0,3.0,0.0,47.0,0.3,115.0,7.0,12.0,211.0,684.0,3012.0,14.0,4.0,15.0,1.0,0.0,0.0,2.0
1590.0,0.0,1.5,1.0,12.0,1.0,14.0,0.5,187.0,4.0,15.0,1058.0,1109.0,2836.0,6.0,5.0,4.0,1.0,0.0,0.0,3.0
1031.0,1.0,2.1,1.0,2.0,1.0,11.0,0.1,121.0,2.0,9.0,532.0,1247.0,2385.0,11.0,7.0,16.0,1.0,0.0,0.0,2.0
909.0,1.0,0.5,1.0,9.0,0.0,30.0,0.4,97.0,3.0,10.0,290.0,773.0,594.0,12.0,0.0,4.0,1.0,1.0,1.0,0.0
1880.0,0.0,0.5,0.0,0.0,1.0,7.0,0.6,104.0,4.0,1.0,890.0,1019.0,2968.0,9.0,0.0,3.0,1.0,1.0,0.0,3.0
1479.0,1.0,1.8,1.0,0.0,1.0,24.0,0.1,146.0,6.0,0.0,327.0,645.0,3762.0,12.0,10.0,5.0,1.0,0.0,0.0,3.0
1271.0,0.0,1.5,1.0,0.0,0.0,2.0,0.9,161.0,1.0,1.0,1260.0,1788.0,892.0,15.0,13.0,20.0,0.0,1.0,0.0,1.0
709.0,0.0,1.9,0.0,11.0,1.0,13.0,0.1,81.0,8.0,15.0,570.0,1422.0,467.0,17.0,11.0,5.0,1.0,1.0,1.0,0.0
1744.0,0.0,2.8,0.0,0.0,1.0,62.0,0.7,158.0,1.0,0.0,621.0,1558.0,345.0,10.0,6.0,14.0,1.0,0.0,0.0,0.0
1314.0,1.0,2.2,0.0,0.0,1.0,40.0,0.8,116.0,7.0,1.0,328.0,1858.0,3033.0,9.0,8.0,17.0,1.0,1.0,1.0,3.0
1136.0,0.0,0.5,0.0,0.0,1.0,9.0,0.9,150.0,6.0,2.0,1307.0,1767.0,2110.0,9.0,5.0,16.0,1.0,0.0,1.0,2.0
1039.0,1.0,2.7,0.0,11.0,0.0,56.0,0.3,125.0,8.0,13.0,497.0,618.0,3105.0,14.0,8.0,5.0,0.0,1.0,1.0,2.0
1300.0,1.0,0.5,0.0,5.0,0.0,62.0,0.1,156.0,6.0,7.0,219.0,1037.0,874.0,15.0,3.0,10.0,1.0,1.0,0.0,0.0
732.0,1.0,2.3,1.0,7.0,1.0,39.0,0.6,188.0,7.0,11.0,1163.0,1554.0,3681.0,19.0,3.0,15.0,1.0,1.0,1.0,3.0
511.0,0.0,0.7,1.0,1.0,1.0,52.0,0.7,180.0,2.0,10.0,24.0,759.0,3865.0,8.0,3.0,7.0,1.0,0.0,1.0,2.0
1092.0,1.0,0.5,1.0,10.0,0.0,11.0,0.5,167.0,3.0,14.0,468.0,571.0,737.0,14.0,4.0,11.0,0.0,1.0,0.0,0.0
921.0,1.0,2.2,1.0,12.0,1.0,10.0,0.1,170.0,7.0,18.0,1272.0,1469.0,3153.0,8.0,2.0,11.0,1.0,1.0,0.0,3.0
1030.0,1.0,0.5,0.0,4.0,1.0,37.0,0.7,147.0,1.0,8.0,503.0,551.0,2800.0,8.0,6.0,12.0,1.0,0.0,1.0,2.0
1130.0,0.0,1.8,1.0,0.0,0.0,27.0,0.9,101.0,1.0,8.0,1495.0,1579.0,315.0,14.0,5.0,11.0,1.0,1.0,0.0,0.0
1299.0,0.0,2.8,1.0,2.0,0.0,60.0,0.8,187.0,8.0,6.0,1333.0,1838.0,1412.0,13.0,1.0,20.0,0.0,1.0,1.0,1.0
1009.0,1.0,2.8,1.0,7.0,1.0,2.0,0.6,115.0,7.0,15.0,267.0,1841.0,2286.0,19.0,8.0,13.0,1.0,0.0,0.0,2.0
1735.0,0.0,1.8,1.0,16.0,0.0,34.0,0.1,140.0,2.0,17.0,149.0,876.0,2392.0,17.0,15.0,19.0,1.0,0.0,1.0,2.0
1129.0,1.0,2.8,1.0,0.0,0.0,49.0,0.5,185.0,2.0,2.0,1070.0,1079.0,1857.0,8.0,4.0,5.0,1.0,1.0,1.0,1.0
708.0,0.0,1.9,0.0,0.0,0.0,26.0,0.3,116.0,7.0,1.0,206.0,620.0,1419.0,10.0,6.0,16.0,1.0,1.0,1.0,0.0
894.0,0.0,0.7,0.0,2.0,1.0,58.0,0.1,123.0,2.0,3.0,158.0,747.0,3305.0,12.0,7.0,2.0,1.0,0.0,0.0,2.0
530.0,0.0,2.4,0.0,1.0,0.0,32.0,0.3,88.0,6.0,20.0,48.0,1012.0,959.0,17.0,7.0,6.0,0.0,1.0,0.0,0.0
1481.0,1.0,2.0,1.0,0.0,0.0,35.0,0.5,105.0,3.0,0.0,249.0,522.0,2635.0,17.0,16.0,4.0,1.0,0.0,1.0,2.0
1068.0,0.0,2.7,1.0,0.0,1.0,45.0,0.6,194.0,5.0,1.0,935.0,1499.0,1754.0,17.0,7.0,9.0,1.0,0.0,1.0,1.0
1487.0,0.0,0.5,0.0,6.0,1.0,57.0,0.7,84.0,3.0,12.0,140.0,768.0,2563.0,18.0,4.0,14.0,1.0,0.0,0.0,2.0
1524.0,0.0,2.5,1.0,11.0,1.0,41.0,1.0,96.0,4.0,20.0,184.0,740.0,1936.0,7.0,0.0,9.0,1.0,1.0,1.0,1.0
1093.0,0.0,1.9,1.0,2.0,1.0,22.0,0.3,196.0,8.0,14.0,238.0,807.0,1869.0,8.0,5.0,4.0,1.0,1.0,1.0,1.0
1816.0,1.0,1.6,1.0,0.0,0.0,50.0,0.1,186.0,5.0,2.0,800.0,1089.0,3637.0,11.0,7.0,16.0,0.0,0.0,1.0,3.0
627.0,0.0,1.8,0.0,2.0,0.0,20.0,0.8,142.0,3.0,8.0,211.0,507.0,896.0,17.0,6.0,14.0,0.0,0.0,0.0,0.0
989.0,1.0,0.7,0.0,13.0,1.0,51.0,0.4,132.0,3.0,15.0,670.0,804.0,2349.0,10.0,1.0,20.0,1.0,0.0,1.0,1.0
1895.0,0.0,0.5,0.0,2.0,1.0,5.0,0.7,134.0,1.0,11.0,725.0,1335.0,774.0,15.0,4.0,6.0,1.0,1.0,0.0,1.0
805.0,1.0,1.7,1.0,0.0,1.0,58.0,0.9,168.0,3.0,10.0,81.0,1544.0,3397.0,7.0,6.0,2.0,1.0,0.0,0.0,2.0
713.0,1.0,1.6,0.0,7.0,1.0,2.0,0.4,181.0,8.0,9.0,1211.0,1378.0,485.0,10.0,6.0,4.0,1.0,1.0,1.0,0.0
864.0,0.0,2.5,0.0,10.0,1.0,24.0,0.7,148.0,4.0,15.0,1362.0,1378.0,3964.0,13.0,8.0,12.0,1.0,1.0,0.0,3.0
1177.0,0.0,0.9,0.0,1.0,0.0,11.0,1.0,181.0,4.0,7.0,945.0,1923.0,1887.0,8.0,5.0,11.0,1.0,1.0,1.0,1.0
582.0,0.0,0.5,0.0,8.0,0.0,32.0,0.7,107.0,3.0,11.0,1043.0,1702.0,2977.0,6.0,1.0,20.0,0.0,1.0,1.0,2.0
1898.0,0.0,1.8,1.0,3.0,1.0,56.0,0.2,185.0,7.0,4.0,444.0,739.0,2114.0,10.0,5.0,19.0,1.0,1.0,1.0,2.0
1158.0,0.0,0.7,1.0,1.0,1.0,29.0,0.7,123.0,2.0,20.0,311.0,1796.0,1542.0,17.0,9.0,15.0,1.0,0.0,1.0,1.0
1451.0,1.0,0.5,0.0,5.0,1.0,57.0,0.6,181.0,8.0,12.0,812.0,1456.0,3038.0,15.0,7.0,18.0,1.0,0.0,1.0,3.0
1820.0,1.0,1.4,0.0,5.0,0.0,51.0,0.9,163.0,7.0,10.0,202.0,1884.0,2481.0,11.0,9.0,11.0,0.0,0.0,0.0,2.0
984.0,0.0,0.5,1.0,3.0,1.0,9.0,0.8,140.0,3.0,20.0,531.0,707.0,841.0,18.0,15.0,16.0,1.0,0.0,0.0,0.0
580.0,1.0,2.1,1.0,0.0,0.0,24.0,0.4,135.0,4.0,5.0,404.0,898.0,3565.0,12.0,11.0,8.0,1.0,0.0,1.0,2.0
1263.0,1.0,2.0,0.0,0.0,0.0,5.0,0.4,146.0,6.0,3.0,954.0,1609.0,1958.0,9.0,6.0,4.0,1.0,1.0,1.0,2.0
1237.0,0.0,0.5,0.0,2.0,0.0,27.0,0.1,87.0,8.0,5.0,274.0,603.0,2454.0,14.0,0.0,8.0,1.0,1.0,1.0,2.0
514.0,1.0,1.6,0.0,7.0,1.0,37.0,0.1,172.0,1.0,9.0,956.0,1723.0,3392.0,12.0,8.0,5.0,1.0,1.0,1.0,3.0
1515.0,0.0,2.6,0.0,0.0,1.0,56.0,0.9,184.0,3.0,1.0,1438.0,1593.0,262.0,14.0,4.0,20.0,1.0,1.0,0.0,0.0
721.0,0.0,0.5,1.0,6.0,1.0,6.0,0.4,194.0,4.0,9.0,1446.0,1988.0,530.0,8.0,4.0,8.0,1.0,0.0,1.0,0.0
603.0,1.0,2.5,1.0,3.0,0.0,35.0,0.7,126.0,3.0,16.0,692.0,1057.0,3703.0,13.0,1.0,9.0,0.0,0.0,1.0,3.0
1426.0,1.0,2.5,0.0,2.0,1.0,55.0,0.4,109.0,1.0,7.0,777.0,1032.0,2562.0,5.0,1.0,3.0,1.0,0.0,0.0,2.0
1820.0,1.0,1.7,1.0,0.0,1.0,64.0,0.6,161.0,1.0,3.0,1157.0,1951.0,574.0,10.0,2.0,18.0,1.0,1.0,0.0,1.0
1215.0,0.0,1.0,0.0,4.0,0.0,16.0,0.1,130.0,4.0,8.0,454.0,1473.0,2632.0,7.0,1.0,15.0,0.0,0.0,1.0,2.0
697.0,0.0,2.7,1.0,5.0,1.0,20.0,0.4,173.0,2.0,6.0,478.0,1477.0,259.0,12.0,6.0,4.0,1.0,1.0,1.0,0.0
717.0,1.0,0.5,1.0,4.0,0.0,10.0,0.6,198.0,1.0,5.0,217.0,1106.0,688.0,10.0,7.0,15.0,0.0,1.0,0.0,0.0
1348.0,1.0,2.0,1.0,5.0,0.0,36.0,0.3,145.0,6.0,6.0,468.0,741.0,2554.0,19.0,1.0,12.0,0.0,1.0,0.0,2.0
1164.0,1.0,2.6,1.0,0.0,0.0,61.0,0.3,88.0,1.0,6.0,1107.0,1656.0,3859.0,11.0,10.0,17.0,0.0,1.0,0.0,3.0
578.0,1.0,0.5,0.0,9.0,1.0,62.0,0.3,170.0,5.0,13.0,626.0,1134.0,2977.0,15.0,12.0,5.0,1.0,1.0,1.0,2.0
1971.0,1.0,0.5,1.0,0.0,0.0,40.0,0.3,186.0,7.0,19.0,485.0,922.0,571.0,8.0,7.0,17.0,1.0,1.0,0.0,0.0
1794.0,1.0,0.5,1.0,5.0,1.0,55.0,0.5,86.0,7.0,7.0,43.0,627.0,402.0,14.0,7.0,14.0,1.0,0.0,1.0,0.0
1558.0,1.0,2.5,0.0,2.0,1.0,32.0,0.1,114.0,5.0,3.0,322.0,1385.0,878.0,16.0,5.0,17.0,1.0,1.0,1.0,0.0
1597.0,1.0,0.9,0.0,4.0,1.0,4.0,0.5,85.0,1.0,19.0,880.0,1145.0,2130.0,8.0,3.0,15.0,1.0,1.0,0.0,2.0
1240.0,0.0,1.6,0.0,0.0,0.0,39.0,0.1,146.0,2.0,9.0,1511.0,1756.0,3260.0,13.0,1.0,17.0,0.0,0.0,1.0,3.0
1994.0,1.0,0.8,1.0,2.0,1.0,7.0,0.6,88.0,8.0,4.0,667.0,711.0,454.0,11.0,8.0,6.0,1.0,1.0,0.0,0.0
1221.0,0.0,2.3,0.0,7.0,1.0,35.0,0.4,152.0,7.0,19.0,765.0,1899.0,2638.0,19.0,16.0,14.0,1.0,1.0,1.0,2.0
989.0,1.0,1.6,1.0,11.0,1.0,24.0,0.6,156.0,8.0,17.0,614.0,679.0,2819.0,16.0,13.0,5.0,1.0,0.0,1.0,2.0
1180.0,1.0,1.2,0.0,5.0,1.0,50.0,1.0,144.0,4.0,20.0,925.0,1252.0,1464.0,7.0,3.0,20.0,1.0,1.0,1.0,1.0
718.0,0.0,2.8,0.0,10.0,0.0,59.0,0.8,113.0,6.0,13.0,1185.0,1387.0,1824.0,11.0,9.0,3.0,1.0,1.0,0.0,1.0
1670.0,1.0,1.6,1.0,0.0,0.0,47.0,0.8,139.0,8.0,15.0,1706.0,1886.0,876.0,16.0,0.0,5.0,1.0,1.0,0.0,1.0
534.0,1.0,2.5,0.0,1.0,1.0,21.0,0.3,164.0,7.0,9.0,347.0,1477.0,2706.0,7.0,5.0,18.0,1.0,1.0,0.0,2.0
1566.0,1.0,0.5,1.0,0.0,0.0,20.0,0.5,126.0,2.0,0.0,1603.0,1930.0,659.0,14.0,9.0,13.0,1.0,1.0,1.0,1.0
1935.0,0.0,0.5,0.0,0.0,1.0,29.0,0.6,124.0,5.0,9.0,806.0,860.0,455.0,9.0,2.0,6.0,1.0,0.0,1.0,0.0
504.0,1.0,2.8,1.0,2.0,0.0,54.0,0.4,163.0,2.0,10.0,1207.0,1539.0,2378.0,17.0,11.0,2.0,1.0,0.0,0.0,2.0
913.0,0.0,1.7,1.0,1.0,1.0,41.0,0.3,103.0,1.0,14.0,431.0,1144.0,2278.0,15.0,3.0,18.0,1.0,1.0,0.0,1.0
1317.0,0.0,1.8,1.0,2.0,0.0,43.0,0.5,113.0,5.0,3.0,179.0,613.0,3436.0,16.0,13.0,5.0,0.0,1.0,1.0,3.0
917.0,1.0,0.5,0.0,1.0,1.0,31.0,0.5,88.0,6.0,2.0,423.0,909.0,3424.0,19.0,2.0,13.0,1.0,1.0,0.0,3.0
712.0,0.0,2.5,1.0,1.0,0.0,49.0,0.6,99.0,6.0,3.0,1131.0,1743.0,401.0,5.0,0.0,10.0,1.0,0.0,1.0,0.0
1083.0,0.0,1.0,0.0,6.0,0.0,52.0,0.9,126.0,2.0,20.0,925.0,1469.0,681.0,19.0,18.0,19.0,1.0,1.0,1.0,0.0
1039.0,0.0,0.6,0.0,5.0,1.0,6.0,0.1,136.0,6.0,8.0,62.0,544.0,3212.0,15.0,7.0,7.0,1.0,0.0,1.0,2.0
1747.0,0.0,0.5,0.0,4.0,0.0,13.0,0.7,185.0,6.0,12.0,800.0,873.0,3105.0,7.0,1.0,10.0,1.0,0.0,0.0,3.0
1449.0,1.0,0.5,1.0,0.0,0.0,52.0,0.6,105.0,6.0,0.0,211.0,947.0,2036.0,5.0,1.0,10.0,0.0,1.0,0.0,1.0
1872.0,1.0,0.5,1.0,14.0,0.0,49.0,0.2,139.0,7.0,18.0,81.0,1389.0,3153.0,16.0,15.0,5.0,1.0,1.0,0.0,3.0
1796.0,0.0,1.6,1.0,5.0,0.0,7.0,0.1,101.0,4.0,6.0,667.0,798.0,1642.0,9.0,4.0,3.0,0.0,1.0,1.0,1.0
1097.0,0.0,1.4,0.0,0.0,0.0,60.0,0.8,181.0,1.0,17.0,405.0,519.0,509.0,15.0,12.0,12.0,1.0,0.0,0.0,0.0
1562.0,0.0,0.5,1.0,1.0,1.0,20.0,0.8,172.0,8.0,10.0,678.0,1676.0,3465.0,16.0,11.0,6.0,1.0,1.0,0.0,3.0
1433.0,1.0,2.3,0.0,8.0,1.0,27.0,0.9,153.0,7.0,12.0,1619.0,1651.0,3900.0,18.0,16.0,2.0,1.0,0.0,1.0,3.0
740.0,0.0,1.8,0.0,1.0,0.0,12.0,0.2,123.0,1.0,11.0,935.0,1147.0,1105.0,7.0,6.0,19.0,0.0,1.0,1.0,0.0
676.0,0.0,2.2,0.0,1.0,1.0,39.0,0.2,84.0,1.0,5.0,864.0,1011.0,2064.0,13.0,7.0,6.0,1.0,0.0,0.0,1.0
503.0,1.0,1.8,1.0,1.0,1.0,13.0,0.7,131.0,1.0,4.0,1495.0,1688.0,3117.0,19.0,6.0,9.0,1.0,0.0,1.0,3.0
1020.0,0.0,1.5,0.0,13.0,1.0,7.0,0.7,96.0,3.0,18.0,870.0,1613.0,1142.0,13.0,9.0,8.0,1.0,0.0,1.0,1.0
896.0,0.0,1.0,1.0,3.0,1.0,4.0,0.3,111.0,1.0,4.0,1379.0,1469.0,1060.0,12.0,10.0,4.0,1.0,1.0,1.0,1.0
1824.0,1.0,0.8,0.0,4.0,1.0,19.0,0.9,143.0,2.0,5.0,1055.0,1738.0,2381.0,14.0,1.0,5.0,1.0,0.0,0.0,2.0
1512.0,0.0,0.6,1.0,1.0,1.0,54.0,0.4,134.0,3.0,2.0,220.0,1838.0,3366.0,7.0,3.0,11.0,1.0,0.0,1.0,3.0
1053.0,0.0,2.9,0.0,7.0,0.0,42.0,0.9,126.0,6.0,17.0,419.0,1261.0,1339.0,17.0,0.0,14.0,0.0,0.0,1.0,0.0
1944.0,1.0,1.8,1.0,0.0,1.0,31.0,0.8,87.0,4.0,10.0,1111.0,1362.0,2560.0,7.0,3.0,8.0,1.0,0.0,0.0,3.0
1174.0,0.0,0.7,1.0,1.0,1.0,25.0,0.8,91.0,2.0,8.0,1097.0,1461.0,285.0,19.0,7.0,3.0,1.0,0.0,1.0,0.0
627.0,1.0,1.6,1.0,3.0,1.0,12.0,0.2,131.0,7.0,17.0,447.0,819.0,2476.0,17.0,1.0,10.0,1.0,0.0,0.0,1.0
1602.0,0.0,2.7,0.0,4.0,1.0,46.0,0.6,118.0,1.0,5.0,273.0,1062.0,1862.0,16.0,9.0,2.0,1.0,0.0,1.0,1.0
1733.0,1.0,1.5,1.0,4.0,1.0,6.0,0.9,170.0,1.0,15.0,590.0,997.0,3488.0,6.0,4.0,10.0,1.0,1.0,1.0,3.0
586.0,0.0,1.4,1.0,10.0,1.0,8.0,0.5,142.0,8.0,14.0,116.0,598.0,3178.0,9.0,7.0,10.0,1.0,0.0,1.0,2.0
1528.0,0.0,2.4,0.0,2.0,0.0,37.0,0.2,156.0,8.0,3.0,306.0,564.0,733.0,15.0,0.0,14.0,1.0,1.0,0.0,0.0
875.0,0.0,0.7,0.0,2.0,0.0,23.0,0.1,110.0,7.0,7.0,300.0,1316.0,756.0,14.0,5.0,6.0,0.0,0.0,0.0,0.0
1602.0,0.0,0.6,0.0,12.0,0.0,58.0,0.4,170.0,1.0,13.0,1259.0,1746.0,3622.0,17.0,2.0,17.0,0.0,1.0,1.0,3.0
1426.0,0.0,1.6,0.0,4.0,1.0,12.0,0.7,174.0,5.0,16.0,1573.0,1694.0,1277.0,14.0,9.0,5.0,1.0,0.0,0.0,1.0
1370.0,0.0,1.4,0.0,5.0,1.0,6.0,0.2,158.0,6.0,8.0,1392.0,1783.0,3703.0,13.0,10.0,11.0,1.0,1.0,0.0,3.0
609.0,1.0,0.5,0.0,4.0,1.0,10.0,0.1,81.0,6.0,6.0,113.0,1524.0,1905.0,16.0,3.0,18.0,1.0,1.0,1.0,1.0
840.0,0.0,1.2,1.0,5.0,1.0,15.0,0.3,178.0,6.0,8.0,526.0,1728.0,2636.0,12.0,2.0,6.0,1.0,1.0,0.0,2.0
991.0,0.0,2.0,0.0,2.0,1.0,12.0,0.3,158.0,5.0,6.0,1209.0,1678.0,2014.0,11.0,9.0,10.0,1.0,0.0,0.0,2.0
1724.0,1.0,1.8,0.0,0.0,1.0,9.0,0.8,100.0,2.0,1.0,655.0,828.0,3056.0,18.0,16.0,6.0,1.0,0.0,0.0,3.0
584.0,1.0,1.8,0.0,0.0,1.0,19.0,0.3,168.0,3.0,0.0,1123.0,1622.0,465.0,12.0,8.0,4.0,1.0,1.0,0.0,0.0
860.0,1.0,1.3,1.0,1.0,1.0,49.0,0.7,141.0,6.0,13.0,692.0,979.0,3869.0,16.0,14.0,20.0,1.0,1.0,1.0,3.0
1541.0,1.0,2.8,1.0,10.0,1.0,28.0,0.2,165.0,5.0,15.0,796.0,1052.0,1108.0,12.0,1.0,7.0,1.0,0.0,1.0,1.0
615.0,1.0,0.5,1.0,7.0,0.0,58.0,0.5,130.0,5.0,8.0,1021.0,1958.0,1906.0,14.0,5.0,5.0,1.0,0.0,0.0,1.0
912.0,1.0,2.8,1.0,6.0,1.0,46.0,0.4,84.0,4.0,11.0,995.0,1310.0,851.0,8.0,4.0,4.0,1.0,1.0,1.0,0.0
1278.0,1.0,1.2,0.0,10.0,1.0,60.0,0.6,172.0,7.0,14.0,1244.0,1504.0,3142.0,11.0,4.0,19.0,1.0,0.0,1.0,3.0
1365.0,0.0,0.6,0.0,0.0,1.0,31.0,0.3,125.0,4.0,0.0,293.0,970.0,1300.0,14.0,7.0,13.0,1.0,0.0,1.0,0.0
1702.0,0.0,1.0,0.0,7.0,0.0,36.0,0.1,177.0,5.0,9.0,1240.0,1931.0,1430.0,8.0,6.0,10.0,0.0,0.0,0.0,2.0
589.0,1.0,0.5,0.0,1.0,1.0,59.0,0.7,146.0,8.0,4.0,759.0,1858.0,362.0,16.0,10.0,6.0,1.0,1.0,1.0,0.0
1347.0,0.0,1.5,1.0,10.0,0.0,56.0,0.3,95.0,1.0,19.0,398.0,1528.0,2456.0,13.0,0.0,13.0,1.0,1.0,1.0,2.0
1644.0,0.0,2.8,0.0,0.0,1.0,44.0,1.0,137.0,8.0,0.0,358.0,791.0,2360.0,7.0,4.0,19.0,1.0,0.0,0.0,2.0
956.0,0.0,1.9,1.0,1.0,0.0,42.0,0.1,133.0,7.0,11.0,403.0,1614.0,3700.0,10.0,0.0,7.0,1.0,1.0,0.0,3.0
1089.0,0.0,1.4,1.0,10.0,0.0,2.0,0.1,153.0,7.0,20.0,211.0,1409.0,2620.0,7.0,5.0,13.0,1.0,0.0,0.0,2.0
871.0,0.0,0.6,0.0,2.0,0.0,52.0,0.1,178.0,3.0,3.0,194.0,1437.0,437.0,14.0,7.0,17.0,1.0,0.0,0.0,0.0
664.0,0.0,1.5,0.0,5.0,1.0,6.0,0.9,164.0,2.0,19.0,1076.0,1472.0,3774.0,11.0,5.0,18.0,1.0,0.0,0.0,3.0
1874.0,1.0,0.6,0.0,1.0,0.0,19.0,0.8,192.0,2.0,9.0,1238.0,1418.0,1218.0,15.0,10.0,17.0,0.0,1.0,0.0,1.0
1928.0,0.0,2.6,0.0,5.0,0.0,5.0,0.8,162.0,5.0,16.0,229.0,1004.0,696.0,14.0,12.0,15.0,1.0,1.0,1.0,0.0
888.0,0.0,2.6,1.0,2.0,1.0,33.0,0.4,198.0,2.0,17.0,327.0,1683.0,3407.0,12.0,1.0,20.0,1.0,0.0,0.0,3.0
1077.0,1.0,1.7,1.0,1.0,0.0,58.0,0.8,86.0,7.0,13.0,135.0,1892.0,3902.0,9.0,3.0,3.0,1.0,0.0,0.0,3.0
1023.0,1.0,2.3,1.0,5.0,1.0,30.0,0.2,80.0,8.0,7.0,5.0,1744.0,2086.0,10.0,0.0,19.0,1.0,1.0,1.0,1.0
1426.0,1.0,0.8,0.0,2.0,1.0,42.0,0.6,84.0,3.0,10.0,715.0,1163.0,1356.0,15.0,9.0,16.0,1.0,0.0,1.0,1.0
831.0,0.0,1.7,1.0,7.0,1.0,26.0,0.7,177.0,5.0,11.0,511.0,621.0,1704.0,6.0,5.0,20.0,1.0,1.0,1.0,0.0
1496.0,1.0,1.3,1.0,0.0,1.0,6.0,0.5,85.0,3.0,9.0,549.0,1383.0,3571.0,16.0,1.0,11.0,1.0,1.0,1.0,3.0
1433.0,1.0,2.3,0.0,2.0,1.0,5.0,0.1,129.0,5.0,11.0,420.0,784.0,2132.0,18.0,15.0,19.0,1.0,0.0,1.0,1.0
1095.0,1.0,2.6,1.0,0.0,1.0,44.0,0.7,103.0,4.0,5.0,838.0,1066.0,3209.0,13.0,11.0,8.0,1.0,1.0,1.0,3.0
643.0,1.0,0.7,1.0,3.0,1.0,23.0,0.8,156.0,1.0,9.0,314.0,1400.0,2096.0,13.0,6.0,2.0,1.0,0.0,0.0,1.0
1142.0,1.0,1.1,0.0,0.0,1.0,6.0,0.5,198.0,4.0,0.0,739.0,1766.0,1273.0,19.0,0.0,6.0,1.0,0.0,0.0,1.0
730.0,1.0,0.5,1.0,3.0,1.0,27.0,0.1,112.0,5.0,10.0,62.0,846.0,3623.0,9.0,4.0,15.0,1.0,1.0,0.0,2.0
1901.0,1.0,0.5,0.0,5.0,1.0,41.0,0.6,131.0,2.0,17.0,3.0,1662.0,368.0,5.0,1.0,12.0,1.0,0.0,0.0,0.0
1510.0,0.0,0.6,1.0,1.0,0.0,32.0,0.7,135.0,3.0,8.0,963.0,1520.0,854.0,8.0,2.0,10.0,1.0,0.0,1.0,1.0
1924.0,0.0,2.6,0.0,0.0,1.0,59.0,0.9,136.0,6.0,0.0,1438.0,1923.0,3646.0,10.0,9.0,16.0,1.0,0.0,1.0,3.0
1825.0,0.0,1.1,1.0,13.0,1.0,17.0,0.1,157.0,4.0,18.0,1621.0,1773.0,3130.0,12.0,4.0,2.0,1.0,0.0,1.0,3.0
1275.0,1.0,0.5,1.0,3.0,1.0,5.0,0.2,152.0,1.0,9.0,19.0,501.0,3784.0,13.0,4.0,4.0,1.0,1.0,0.0,3.0
987.0,1.0,2.3,0.0,9.0,0.0,17.0,0.8,124.0,7.0,17.0,887.0,1274.0,3885.0,11.0,0.0,14.0,1.0,1.0,0.0,3.0
1538.0,1.0,2.3,0.0,6.0,1.0,13.0,0.2,121.0,7.0,7.0,567.0,986.0,1494.0,18.0,10.0,12.0,1.0,1.0,1.0,1.0
1965.0,1.0,0.5,0.0,4.0,1.0,29.0,0.5,149.0,5.0,13.0,584.0,676.0,2973.0,11.0,1.0,20.0,1.0,1.0,1.0,3.0
808.0,0.0,1.9,0.0,7.0,0.0,20.0,0.8,185.0,6.0,14.0,496.0,974.0,1471.0,13.0,4.0,11.0,0.0,1.0,0.0,0.0
712.0,0.0,0.5,0.0,6.0,0.0,27.0,0.5,86.0,2.0,11.0,1245.0,1309.0,2001.0,11.0,10.0,12.0,1.0,1.0,1.0,1.0
1507.0,1.0,0.9,1.0,0.0,1.0,42.0,0.4,123.0,5.0,0.0,682.0,888.0,1486.0,15.0,3.0,19.0,1.0,0.0,0.0,1.0
